text,translated,backtranslated,similarity_score
Known NPP sympathizer like GBA pres shouldn’t be calling for Torkornoo to be reinstated — Kpebu.,Àwọn tí ó mọ̀ sí olùrànlọ́wọ́ NPP bíi GBA kò yẹ kí ó pe kí Torkornoo padà sípò  Kpebu.,Those who are known to be supporters of the NPP like GBA should not call for Torkornoo to be reinstated as Kpebu.,0.9122737646102905
Party stalwarts should act responsibly at polling stations – Prof Gyampo.,Àwọn olórí ẹgbẹ́ yẹ kí ó máa hùwà tó yẹ ní àwọn ibi ìdìbò  Ọ̀jọ̀gbọ́n Gyampo.,Party leaders should behave properly at the polling stations of Prof. Gyampo.,0.8324489593505859
National Cathedral audit uncovers massive financial irregularities – Kwakye Ofosu details.,Àyẹ̀wò Ilé Ìjọ Kátólíìkì Àpapọ̀ fi hàn pé àwọn àṣìṣe ńláńlá wà nínú ètò ìnáwó  Àlàyé nípa Kwakye Ofosu.,The National Catholic Church's investigation revealed that there were serious errors in the budget.,0.46965891122817993
How I convinced Omane Boamah to quit NPP for NDC – Ato Ahwoi.,Bí mo ṣe yí Omane Boamah lérò padà láti fi NPP sílẹ̀ fún NDC  Ato Ahwoi.,How I convinced Omane Boamah to leave the NPP for the NDC Ato Ahwoi.,0.952267050743103
WAFCON 2024: Ghana ready to battle for bronze – Stella Nyamekye.,WAFCON 2024: Ghana ti ṣetan lati ja fun idẹ  Stella Nyamekye.,WAFCON 2024: Ghana is set to fight for the bronze medal of Stella Nyamekye.,0.9243469834327698
Sack all appointees who have left their jobs to campaign to replace you – Kwesi Pratt to Mahama.,Ẹ yọ gbogbo àwọn tí wọ́n yàn tí wọ́n fi iṣẹ́ sílẹ̀ láti lọ ṣe ìpolongo láti rọ́pò yín kúrò  Kwesi Pratt to Mahama.,Remove all the elected officials who resigned to campaign to replace Kwesi Pratt to Mahama.,0.7780256867408752
"Prof Mills would be outraged with level of galamsey destruction, toxic politics – Charlotte Osei.","Àlùkọ́ Mills yóò bínú sí ìparun galamsey, òṣèlú tó ń pa èèyàn lára  Charlotte Osei.","Professor Mills will be furious at the destruction of the galamsey, the political assassin Charlotte Osei.",0.8540472984313965
"Local government minister swears in new board members for ILGS, LUSPA.","Minisita ìjọba ìbílẹ̀ búra fún àwọn ọmọ ìgbìmọ̀ tuntun fún ILGS, LUSPA.","The minister of local government swore in the new board members of ILGS, LUSPA.",0.8995053768157959
"Farmers to receive $5,040 per tonne of cocoa for 2025/2026 season.","Awọn agbẹ yoo gba $5,040 fun toonu koko fun akoko 2025/2026.","Farmers will receive $5,040 per ton of cocoa for the 2025/2026 season.",0.9698010087013245
Obofour and Agradaa must settle their beef in court instead of social media – Onegod.,Obofour àti Agradaa ní láti yanjú ìjà wọn ní ilé ẹjọ́ dípò orí ẹ̀rọ-ayélujára  Onegod.,Obofour and Agradaa had to settle their dispute in court instead of online Onegod.,0.7326206564903259
"There are over 100,000 people living with and spreading HIV without knowing it - AIDS Commission boss.","Ó lé ní ọ̀kẹ́ márùn-ún [100,000] èèyàn tó ń gbé pẹ̀lú kòkòrò àrùn éèdì tí wọ́n sì ń tàn án kálẹ̀ láìmọ̀.","More than 100,000 people are living with HIV and are unknowingly spreading it.",0.8556210398674011
"Use COVID-19 fund to strengthen health care, immunization financing — HFFG.","Lo owó COVID-19 láti mú ètò ìlera, ìfúnná owó fún àjẹsára lágbára  HFFG.","Use COVID-19 funding to strengthen healthcare, vaccine funding and HFFG.",0.9160560965538025
2022 most controversial celebrities.,Àwọn gbajúgbajà tí ó fa awuyewuye jùlọ ní ọdún 2022.,The most controversial celebrities in 2022.,0.955871045589447
Awutu Senya East MCE kick-starts fix all potholes in Kasoa.,Àwọn ọmọ ẹgbẹ́ MCE ti Awutu Senya East ti ń ṣe àtúnṣe gbogbo àwọn ihò tó wà ní Kasoa.,The MCE members of Awutu Senya East are currently restoring all the caves in Kasoa.,0.5539134740829468
'My house was attacked after I prophesied Mahama's win in 2024 Election' - Prophet Worlasi.,'A kọlu ile mi lẹyin ti mo sọ asọtẹlẹ pe Mahama yoo jawe olubori ninu idibo 2024' - Prophet Worlasi.,'My house was attacked after I predicted Mahama would win the 2024 election' - Prophet Worlasi.,0.9632309079170227
2019 Asante Akyem Marathon set for April 22.,A ṣeto Asante Akyem Marathon 2019 fun Oṣu Kẹrin Ọjọ 22.,The 2019 Asante Akyem Marathon is scheduled for April 22.,0.9298402667045593
Daddy Lumba's one-week observation in jeopardy?.,Ṣé ọ̀sẹ̀ kan tí bàbá Lumba fi wà nídìí ìwádìí náà ti wà nínú ewu?,Is Lumba's father's one week of research in danger?,0.7776901721954346
"Ghanaian artiste Kay9ice composes ‘Mind Games’ to celebrate Davido, Chioma.","Olórin ọmọ Gánà Kay9ice kọ orin Mind Games láti ṣe ayẹyẹ Davido, Chioma.","Ghanaian singer Kay9ice wrote the song Mind Games to celebrate Davido, Chioma.",0.9324253797531128
National Functional Sports League to hold two-day competition.,Ẹgbẹ́ eré ìdárayá tó ń ṣiṣẹ́ ní orílẹ̀-èdè yóò ṣe ìdíje ọjọ́ méjì.,The national team will play a two-day tournament.,0.6155823469161987
Father threatens legal action against popular SHS for alleged negligence.,Bàbá ń halẹ̀ mọ́ àwọn èèyàn tó gbajúmọ̀ ní ilé ẹjọ́ SHS pé àwọn máa gbé ìgbésẹ̀ tó bá òfin mu.,Father threatened the prominent people of the SHS court with legal action.,0.7661961317062378
CID Director General sworn in as a board member of Small Arms Commission.,Oludari Gbogbogbo CID búra gẹgẹbi ọmọ ẹgbẹ igbimọ ti Igbimọ Awọn ohun ija kekere.,The Director General of CID was sworn in as a board member of the Small Arms Commission.,0.9754571318626404
Is Daddy Lumba dead or alive? - What we know so far.,Ṣé bàbá Lumba kú àbí ó ṣì wà láàyè?,Is Lumba's father dead or alive?,0.8963592052459717
Ghana urgently needs a pricing regulatory authority to stabilise the economy.,Ghana nílò aláṣẹ tó ń ṣàkóso owó láti mú ètò ọrọ̀ ajé dúró.,Ghana needs a monetary authority to stabilize the economy.,0.7275264263153076
Coronavirus: Africa needs US$285 billion to fight off pandemic impact - IMF.,Coronavirus: Àfíríkà nílò US$285 billion láti gbógun ti ipa ààrùn náà - IMF.,Coronavirus: Africa needs US$285 billion to combat the impact of the disease - IMF.,0.9538228511810303
Why NPP and NDC are responsible for the  poor state of sports - Dan Kwaku Yeboah explains.,Ìdí tí NPP àti NDC fi jẹ́ alábàárò fún ipò tí kò dára tí eré ìdárayá wà - Dan Kwaku Yeboah ṣàlàyé.,Why NPP and NDC are complicit in the poor state of the sport - Dan Kwaku Yeboah explains.,0.9342067241668701
2 dead as police engage in a shootout with highway robbery gang.,Àwọn méjì kú nígbà tí àwọn ọlọ́pàá ń jàjàbá pẹ̀lú àwọn jàǹdùkú tó ń ja àwọn èèyàn lólè.,Two people were killed in a clash between police and a gang of robbers.,0.7042683959007263
I’m now focused on returning to athletics - Martha Bissah.,Mo ti wá gbájú mọ́ bí mo ṣe máa padà sídìí eré ìdárayá báyìí - Martha Bissah.,I am now focused on getting back into sports - Martha Bissah.,0.9258195757865906
Ghana's Abrefa wins medals at London Table Tennis Grand Prix.,"Ọmọ orílẹ̀-èdè Ghana, Abrefa gba àmì ẹ̀yẹ ní London Table Tennis Grand Prix.",Ghanaian Abrefa won the title at the London Table Tennis Grand Prix.,0.8947906494140625
Woman flees from marriage after several death threats from husband.,Obìnrin kan sá kúrò nínú ìgbéyàwó rẹ̀ lẹ́yìn tí ọkọ rẹ̀ ti halẹ̀ mọ́ ọn pé òun máa pa á.,A woman ran away from her marriage after her husband threatened to kill her.,0.8097832202911377
Pure FM studio burnt to ashes.,Ilé ìgbóhùnsáfẹ́sọ́nà FM tí wọ́n fi iná sun ló jóná.,The burned-out FM transmitter building.,0.6171174645423889
IET Ghana mourns victims of helicopter crash.,IET Ghana ṣọ̀fọ̀ àwọn tí ọkọ̀ òfúrufú kọlu.,IET Ghana mourns the victims of the plane crash.,0.9204432964324951
Ablekuma North Violence: 'NDC reminds me of David killing Uriah for his wife' - Dr Okoe Boye.,Ablekuma North Violence: 'NDC rán mi létí bí Dafidi ṣe pa Úráyà fún ìyàwó rẹ̀' - Dókítà Okoe Boye.,Ablekuma North Violence: 'NDC reminds me of how David killed Uriah for his wife' - Dr Okoe Boye.,0.9925439357757568
Any police officer sent to Akwatia by-election without a weapon is at risk – Okoe Boye warns.,Gbogbo ọlọ́pàá tí wọ́n rán lọ sí Akwatia níbi ìdìbò àbò láìní ìbọn wà nínú ewu  Okoe Boye kìlọ̀.,All the police who were sent to Akwatia for the election without guns are in danger Okoe Boye warns.,0.8505535125732422
Chelsea players 'brag' about teams they want to face ahead of Champions League draw.,Àwọn agbábọ́ọ̀lù Chelsea 'ń fọ́nnu' nípa àwọn ẹgbẹ tí wọ́n fẹ́ kí wọ́n bá pàdé ṣáájú dídíje ìdíje Champions League.,Chelsea players 'boast' about the teams they would like to meet before the Champions League qualifiers.,0.7480963468551636
"Safe Water Network commissions over $800,000 Asikuma Home Water Station.","Àjọ Omi Ààbò ń gba owó tó lé ní ẹgbẹ̀rún lọ́nà ọgọ́rùn-ún mẹ́jọ [800,000] dọ́là láti Ilé Ìpèsè Omi Ilé Asikuma.","The Water Safety Foundation is receiving more than $800,000 in funding from the Hospitals Water Supply Agency.",0.5485677123069763
"'Thank you Ablekuma North, together we made history!' - Ewurabena Aubynn after rerun victory.","'O ṣeun Ablekuma North, papọ a ṣe itan-akọọlẹ!' - Ewurabena Aubynn lẹhin ti o tun bori.","'Thank you Ablekuma North, together we made history!' - Ewurabena Aubynn after winning again.",0.9599689841270447
Kwabena Poku wins 7th Captain One Major championship.,Kwabena Poku gba ife ẹyẹ Captain One Major kẹrin.,Kwabena Poku won his fourth Captain One Major.,0.864284873008728
"PDP zone 2027 presidential candidate to south, five key takeaways from critical NEC meeting.","PDP 2027 oludije fun ipo aarẹ si guusu, awọn nkan pataki marun lati inu ipade NEC pataki.","PDP 2027 presidential candidate to the south, five key items from the key NEC meeting.",0.8279911875724792
"Fugitive wanted over Australia police killings being helped, police say.",Àwọn ọlọ́pàá sọ pé àwọn ń wá ẹni tó ń sá kiri lórí àwọn ìpànìyàn tí àwọn ọlọ́pàá Ọsirélíà ń ṣe.,Police say they are looking for a fugitive in connection with the Australian police killings.,0.8083613514900208
Reks Brobby to serve on technical committee for 14th African Games.,Reks Brobby ni yóò ṣiṣẹ́ nínú ìgbìmọ̀ tó ń rí sí ètò eré ìdárayá ilẹ̀ Áfíríkà kẹrìnlá.,Reks Brobby will serve on the 14th Pan African Games committee.,0.9441434144973755
"Watch when Usain Bolt showed how fast he is against regular, everyday people.",Ẹ wo bí Usain Bolt ṣe fi bí ó ṣe yára tó hàn nígbà tó ń bá àwọn èèyàn tó jẹ́ ọ̀làjú jà.,Consider how Usain Bolt demonstrates his speed against the world's elite.,0.7416412234306335
Lifestyle: Tactics for successful career branding.,Ìgbésí ayé: Àwọn ọ̀nà láti ṣe iṣẹ́ tó gbéṣẹ́.,Life: Ways to do good work.,0.4712866544723511
'I was made for this' - Bawumia as he leads Africa’s digital agenda at Cambridge.,'Ohun tí mo wà fún nìyí' - Bawumia nígbà tí ó ń darí ètò orí ẹ̀rọ ayélujára fún Áfíríkà ní Cambridge.,'This is what I am for' - Bawumia at the Africa Network in Cambridge.,0.7517403960227966
Salaga-South MP distributes 650 bags of fertiliser to constituents to boost farming.,Aṣoju ẹgbẹ́ òṣèlú Salaga-South pín àpò ìrẹ̀ǹgbẹ 650 fún àwọn olùdìbò láti mú kí iṣẹ́ àgbẹ̀ gbòòrò sí i.,The representative of the Salaga-South political party distributed 650 plastic bags to voters to promote agricultural expansion.,0.681585431098938
Speaker Bagbin ‘in ruthless pain’ over fatal helicopter crash.,"Agbẹjọro Bagbin ""ninu irora ti ko ni aanu"" lori ijamba ọkọ ofurufu ti o pa.","Attorney Bagbin ""in unrelenting pain"" over the plane crash that killed him.",0.7086381912231445
Crackdown on Fake Titles: We must move from 'title worship' to performance - Prof Bokpin.,Ìjàpá lórí Àwọn Àkọlé Àdàkọ: A ní láti kúrò ní 'ìjọsìn orúkọ oyè' lọ sí ṣíṣe - Ọ̀jọ̀gbọ́n Bokpin.,Attack on Manuscripts: We need to move from 'title worship' to action - Prof. Bokpin.,0.7453032732009888
Paul Bongo releases 'This Party'.,Paul Bongo ṣe àtúnṣe sí 'This Party'.,Paul Bongo edited 'This Party' and it was a great success.,0.7756122350692749
Year in Review: Greatest showbiz scandals of 2023.,Ọdún nínú Àtúnyẹ̀wò: Àwọn àbùkù tó ga jùlọ nínú ètò eré ìdárayá ọdún 2023.,Year in Review: Top flaws in the 2023 sports system.,0.45673999190330505
"'I spent over $15,000 on my TGMAs performance' - Fameye.","'Mo ná owó tó lé ní 15,000 dọ́là lórí eré tí mo ṣe níbi ayẹyẹ TGMA' - Fameye.","'I spent over $15,000 on my performance at the TGMA' - Fameye.",0.9654180407524109
2023 AFCON: Nigeria reach final after edging South Africa on penalties.,2023 AFCON: Nàìjíríà dé ìdíje lẹ́yìn tí ó borí South Africa lórí àlééfà.,2023 AFCON: Nigeria reach the final after beating South Africa on penalties.,0.975715696811676
Nkwanta North records first Mpox case - District Health Director.,Nkwanta North kọ àkọsílẹ̀ ọ̀ràn Mpox àkọ́kọ́ - Olùdarí Ìlera Agbegbe.,Nkwanta North wrote the first Mpox case report - the Community Health Director.,0.8613080978393555
'Calculated attempt to divide us' – Appiagyei slams move to replace Afenyo-Markin at ECOWAS Parliament.,'Ìdánwò tí a ṣe láti pín wa níyà'  Appiagyei ń fi ìdìbò rọ Afenyo-Markin dípò ní Ilé Ìgbìmọ̀ ECOWAS.,Appiagyei's 'attempt to divide us' is replacing Afenyo-Markin in the ECOWAS Council by a vote.,0.8594639301300049
Ridge Hospital: One arrested in connection with assault on health workers.,Ridge Hospital: Ọkan ti wọn mu ni ibatan si ikọlu awọn oṣiṣẹ ilera.,Ridge Hospital: One arrest in connection with assaulting health workers.,0.9095754623413086
R2Bees storm Accra Technical University on July 18 for WatsUp on campus.,Àwọn R2Bees wọ ilé-ìwé Accra Technical University ní ọjọ́ 18 oṣù keje fún WatsUp ní ilé-ìwé náà.,The R2Bees entered Accra Technical University on July 18 for a WatsUp at the school.,0.8403937816619873
Bawku SHS shut down after the fatal shooting of a final-year student.,Ẹ̀ka Ìdánilẹ́kọ̀ọ́ Ọ̀tọ̀ọ̀tọ̀ ní Bawku ti pa lẹ́yìn tí wọ́n yìnbọn pa akẹ́kọ̀ọ́ ọdún kẹ́yìn.,The Special Education Department in Bawku was closed after the shooting death of a senior student.,0.6702446341514587
Pharmaceutical distributor fined GH¢1.,Awon to n ta egbogi ti fi owo le GH¢1.,The pharmaceutical industry has invested in GH¢1.,0.6515119671821594
How can Partey rape one woman three times? – Kankam Boadu questions charges.,Bawo ni Partey ṣe le fipa ba obinrin kan l'ogun lẹẹmẹta?  Kankam Boadu n beere ẹsun.,How could Partey beat a woman three times? Kankam Boadu is claiming responsibility.,0.7219904661178589
Editorial by Ghanaian Times: Tons of commendations for Appiatse’s rebirth.,Àkọlé láti Ghanaian Times: Ọ̀pọ̀lọpọ̀ ìyìn fún bí Appiatse ṣe tún ayé rẹ̀ ṣe.,Ghanaian Times: Much praise for how Appiatse has transformed his life.,0.8638816475868225
'I was persecuted' - ACP Agordzo gives blow-by-blow account on alleged coup trial.,"""Wọ́n ṣe inúnibíni sí mi"" - ACP Agordzo sọ kúlẹ̀kúlẹ̀ nípa ẹjọ́ tí wọ́n fẹ́ fi ṣe ìdìbò.","""They persecuted me"" - ACP Agordzo details the case they are planning to use for the election.",0.7440508008003235
Prof Ransford Gyampo reveals why he accepted Mahama's call to serve after several offers.,Ọ̀jọ̀gbọ́n Ransford Gyampo sọ ìdí tó fi gbà láti sìn lẹ́yìn tí Mahama ti fún un ní ọ̀pọ̀lọpọ̀ ìnáwó.,Professor Ransford Gyampo explained why he accepted to serve after Mahama gave him a large amount of money.,0.837407648563385
"Bankrogya community isolated by floodwaters, cries for basic infrastructure.","Àwọn aráàlú Bankrogya tí omi òjò ti sọ di àjèjì, ń ké fún àwọn ohun èlò ìkọ́lé.",Flood-stricken residents of Bankrogya are crying out for construction materials.,0.6374588012695312
Uganda in talks to import all its oil via Tanzania.,Uganda ti n sọrọ lati gbe gbogbo epo rẹ wọle nipasẹ Tanzania.,Uganda is talking about importing all its oil through Tanzania.,0.9324756860733032
Movement for Change shuts down NPP comeback claims.,Ẹgbẹ́ Movement for Change ti pa àwọn ẹ̀sùn tí NPP fi ń sọ pé àwọn ti padà sípò.,The Movement for Change has denied the NPP's claims of restoration.,0.6701292991638184
Frimpong-Manso Institute mourns victims of devastating helicopter crash.,Ilé-iṣẹ́ Frimpong-Manso ń ṣọ̀fọ̀ àwọn tí ọkọ̀ òfúrufú já lulẹ̀.,The Frimpong-Manso company mourns the victims of the plane crash.,0.8317348957061768
You are sick if you have protruding stomach - Dr Dominic Nitiwul.,Àìsàn ni kí àyà rẹ yọ sókè - Dókítà Dominic Nitiwul.,It is a disease to have your chest up - Dr. Dominic Nitiwul.,0.47108080983161926
Alhaji Grusah drops match fixing allegations claims against Dreams FC.,Alhaji Grusah fi ẹsun ti o baamu awọn ẹsun ti o baamu si Dreams FC.,Alhaji Grusah made a similar accusation against Dreams FC.,0.8190647959709167
Ghanaians urged to resolve disputes peacefully.,A rọ àwọn ará Ghana láti yanjú àwọn awuyewuye wọn ní àlàáfíà.,Ghanaians were urged to resolve their differences peacefully.,0.8750433921813965
"Moslena Adu, Ahmed Abdul Samad star at 2024 Tebel All Ghana Badminton Championship.","Moslena Adu, Ahmed Abdul Samad ni àwọn òṣèré nínú ìdíje Tebel All Ghana Badminton Championship ọdún 2024.","Moslena Adu, Ahmed Abdul Samad are the players in the Tebel All Ghana Badminton Championship 2024.",0.9243073463439941
Why was Kevin Taylor's arrest warrant not enforced?.,Kí ló dé tí wọn ò fi mú àṣẹ ìkọlù Kevin Taylor ṣẹ?,Why was the order to attack Kevin Taylor not executed?,0.6570541262626648
"Rejected by their stepfather at 9, he and his twin turned to eating leftovers, sleeping in the cold.","Nígbà tí bàbá wọn tó jẹ́ àna wọn kọ̀ ọ́ sílẹ̀ nígbà tó wà lọ́mọ ọdún mẹ́sàn-án, òun àti ìbejì rẹ̀ bẹ̀rẹ̀ sí í jẹ oúnjẹ tó bá ṣẹ́ kù, wọ́n sì ń sùn nínú òtútù.","When he was nine years old, his father-in-law abandoned him, and he and his twin sister had to live off their leftovers and sleep in the cold.",0.7454372048377991
Serve funeral guests according to their donations - Lower Axim Traditional Council directs.,Ẹ máa fún àwọn àlejò ìsìnkú ní oúnjẹ ní ìbámu pẹ̀lú ọrẹ wọn - Ìgbìmọ̀ Àṣà Ìbílẹ̀ Lower Axim pàṣẹ béè.,Provide food to funeral guests according to their contribution - the Lower Axim Cultural Council has ordered.,0.8323944211006165
Ghanaian men do not know how to make love - Delkie claims.,Àwọn ọkùnrin Gánà kò mọ bí wọ́n ṣe ń ṣe ìfẹ́ - Delkie sọ bẹ́ẹ̀.,Ghanaian men don't know how to make love - says Delkie.,0.9264186024665833
COVID-19: Mass vaccination ahead of Christmas begins December 14-18 - GHS.,COVID-19: Ìfúnpá fún àwọn ènìyàn ní kíákíá kí Kérésìmesì tó bẹ̀rẹ̀ ní December 14-18 - GHS.,COVID-19: Pressure on the public in the run-up to Christmas from 14-18 December - GHS.,0.7859363555908203
Accra Mayor pledges Hockey support.,Olórí ìlú Accra ṣèlérí láti ṣètìlẹyìn fún Hockey.,The mayor of Accra promised to support Hockey.,0.8677531480789185
COVID-19: All set for second dose vaccination in Ashanti Region.,COVID-19: Gbogbo ohun ti ṣetan fun abẹrẹ ajẹsara keji ni Agbegbe Ashanti.,COVID-19: All is ready for the second vaccine injection in Ashanti Region.,0.8923320770263672
"Peace Council condemns violence at Ablekuma North, calls for calm.","Ìgbìmọ̀ Àlàáfíà dá ìwà ipá tó wáyé ní Ablekuma North lẹ́bi, ó sì ké sí ìfọkanbalẹ.",The Peace Council condemned the violence in Ablekuma North and called for calm.,0.9434749484062195
Nigeria's Maduka Okoye banned two months for match fixing.,Ọmọ Nàìjíríà Maduka Okoye ti gba ìdádúró oṣù méjì nítorí pé ó ṣètò ìdíje.,Nigerian Maduka Okoye has been suspended for two months for organising a match.,0.8055775761604309
EL calls for peace with DopeNation after years of misunderstanding.,EL pe fun alafia pẹlu DopeNation lẹhin ọdun ti aiye.,EL calls for peace with DopeNation after years of earthquakes.,0.738152265548706
Staff raise 'alarm' over deplorable state of Janga Technical School infrastructure.,Àwọn òṣìṣẹ́ ń kéde 'ìkìlọ̀' lórí ipò tí ó burú jáì tí àwọn ohun-èlò ilé-ẹ̀kọ́ ẹ̀kọ́ ẹ̀rọ Janga wà.,Officials are sounding the 'alarm' over the dire condition of the facilities of Janga Technical College.,0.7223070859909058
Elders of Djetsorkope present newly installed chief to Osudoku Traditional Council.,Àwọn àgbààgbà Djetsorkope gbé olórí tuntun náà kalẹ̀ fún Ìgbìmọ̀ Àṣà Ìbílẹ̀ Osudoku.,The elders of Djetsorkope have appointed the new head of the Osudoku Cultural Council.,0.8586931824684143
We are aiming to win bronze medal against Senegal - Sudan coach Kwesi Appiah.,A ti n wa lati gba ami ẹyẹ idẹ lati ọdọ olukọni Senegal - Sudan Kwesi Appiah.,We were looking to win a bronze medal from Senegal - Sudan coach Kwesi Appiah.,0.9273661971092224
"Kudus, Semenyo make official EPL Team of the Week after impressive opening week.","Kudus, Semenyo ṣe ẹgbẹ oṣiṣẹ EPL ti Ọsẹ lẹhin ọsẹ ibẹrẹ ti o tayọ.","Kudus, Semenyo made the EPL Team of the Week after a fantastic opening week.",0.9288955330848694
Sofo Azorka should have been arrested by the police – Nana Boakye.,Sofo Azorka yẹ kí àwọn ọlọ́pàá ti mú un  Nana Boakye.,Sofo Azorka should have been arrested by the police Nana Boakye.,0.991789698600769
Throwback Thursday: Spotlight on Daasebre Dwamena.,Ìtàn àtúnyẹ̀wò ní Ọjọ́bọ: Ìtàn àtúnyẹ̀wò lórí Daasebre Dwamena.,The story for review on Wednesday: The story for review on Daasebre Dwamena.,0.7388259172439575
2022 In Review: Celebrity weddings that made waves.,2022 Nínú Àtúnyẹ̀wò: Àwọn ìgbéyàwó àwọn gbajúgbajà tí ó dá àwọ̀n sílẹ̀.,2022 in Review: Weddings of celebrities who created the network.,0.881298840045929
"FLASHBACK: Watch as NDC member threatens, curses Hawa Koomson over 2024 election violence.","ÀKỌRÍ: Ẹ wo bí ọmọ ẹgbẹ́ NDC ṣe ń halẹ̀, tí ó sì ń gégùn-ún Hawa Koomson lórí ìwà ipá ìdìbò ọdún 2024.",READ: Watch as NDC member threatens and curses Hawa Koomson over 2024 election violence.,0.9163659811019897
"Ballon D’Or 2025: Lamine Yamal, Doue & Michelle Agyemang lead nominees for best young player awards.","Ballon DOr 2025: Lamine Yamal, Doue & Michelle Agyemang ni àwọn tí wọ́n yàn fún àmì ẹ̀yẹ àwọn òṣèré tí ó dára jùlọ.","Ballon DOr 2025: Lamine Yamal, Doue & Michelle Agyemang were nominated for the best actress award.",0.8769149780273438
Why January is generally an economically difficult month.,Ìdí tí oṣù January fi sábà máa ń nira láti rówó ná.,Why January is often a difficult month to spend money.,0.8759129643440247
"Meet DCOP Lydia Yaako Donkor, new Director-General of CID trailblazing law enforcement and legal advocacy.","Ẹ wá pàdé DCOP Lydia Yaako Donkor, Olórí Àgbà tuntun ti CID tó ń ṣe àríkọ́ṣe fún àwọn agbófinró àti àwọn aṣòfin.","Meet DCOP Lydia Yaako Donkor, the new Director General of CID who is providing training to law enforcement and lawmakers.",0.9189777970314026
It was a childish decision - Obiri Boahen slams NPP for disbanding vigilante groups.,Ìpinnu ọmọdé ni - Obiri Boahen bẹnu àtẹ lu NPP fún fífi àwọn ẹgbẹ́ tó ń dá ara wọn láre túká.,It was a childish decision - Obiri Boahen criticised the NPP for breaking up the self-defence groups.,0.8674492239952087
Helicopter Crash: Ghana has lost a potential president in Omane Boamah – Ebo Whyte.,Ìjàǹbá Helikọ́pítà: Ghana ti pàdánù ààrẹ tó ṣeé ṣe kó jẹ́ nínú Omane Boamah  Ebo Whyte.,Helicopter crash: Ghana has lost a potential president in the Omane Boamah Ebo Whyte.,0.9937364459037781
LIVESTREAMED: Kwaku Dawuro presents The Movement in the Morning Political Show.,ÀKỌ́SÍ ÀKỌ́SÍ: Kwaku Dawuro ń gbé Ìṣesí Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú Ìṣèlú,KWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWAKWA,0.08673073351383209
I don't mind if Ghanaians want to vote a president for more than two terms – Freddie Blay.,Kò sí ohun tó ń kọ mí lóminú bí àwọn ará Ghana bá fẹ́ dìbò fún ààrẹ fún ìgbà tó ju ìpele méjì lọ  Freddie Blay.,I have no doubt that Ghanaians will vote for President Freddie Blay for more than two terms.,0.9342279434204102
